2000
3
56.4339
14.01819 8.697972 39.12982
7.458545 12.04363 17.16983
-0.2698438 -1.589252 20.49323
-0.6788622 2.594222 25.12318
0.9447954 1.956134 18.09333
-14.81479 -10.44136 39.45116
2.608672 -3.330555 29.13618
-9.393631 -13.75835 21.44404
-2.480582 3.679691 29.31177
-1.327943 -0.107707 21.63064
-12.00037 -1.925327 40.0987
11.3513 5.760659 36.04558
13.55834 7.400937 39.18242
5.32537 0.8330897 29.21684
-3.945006 -4.502853 20.49286
1.695977 2.154939 16.95998
-15.42478 -14.27302 37.55891
-13.78888 -19.58515 27.07301
10.71497 5.741372 34.79847
-4.292999 -6.504681 16.55418
-5.451354 -2.286797 27.837
4.878452 8.114816 14.86564
9.884655 14.5935 21.70415
14.80881 18.26038 31.85011
-15.41836 -14.14738 37.65875
-1.246325 -2.234314 16.58517
-1.108364 -2.089234 17.28025
-0.7347032 -1.561749 17.38152
9.374169 5.152423 32.65329
0.5840479 -1.82864 23.62339
-11.04333 -6.049744 35.18979
-5.675669 2.604264 32.95496
5.366453 3.614627 25.97772
-1.072093 -1.883472 13.49504
-4.620142 -8.164648 12.34043
16.02298 18.56842 34.85915
1.514345 2.532497 12.66159
-11.65958 -18.75968 20.79011
-13.27691 -17.02475 28.97769
3.177751 3.1519 20.82795
9.431581 17.43755 13.10299
-9.233008 -14.62978 19.09127
4.677215 1.749314 26.92676
-13.11565 -12.55752 33.66955
1.841609 2.338614 17.14679
-14.45211 -14.62785 34.84684
-3.895159 -3.545047 22.31624
2.950895 5.102872 12.88202
8.858459 13.88144 19.14893
-5.690141 -8.511273 18.94341
5.438508 3.587498 26.17808
-7.52061 2.287842 35.50415
8.029323 12.83415 17.89104
16.218 16.63411 37.30937
-3.986651 -7.055255 12.0721
-15.13584 -8.804823 41.40057
6.429398 9.667387 18.24129
6.764342 11.71133 14.18123
6.575176 11.48014 13.67719
-7.25706 -12.73198 13.93526
7.383977 12.93547 14.0746
4.947026 -1.439832 30.83056
4.770466 5.230979 21.77559
-11.73263 -4.173133 38.02465
-0.5465033 -1.733791 19.71357
-0.2336939 -0.440249 10.81073
1.63757 3.433187 21.03326
11.00198 7.684657 33.64145
6.242996 -0.05451543 31.67324
4.438903 8.649527 7.677103
2.106708 3.035124 15.90586
11.12807 13.48638 27.51541
4.738799 8.154333 13.23904
12.18725 2.481903 40.06541
10.01638 18.40447 13.85728
5.326093 3.063376 26.61702
-6.718475 -10.24444 18.10814
1.679653 3.498318 21.09345
-8.269194 0.5008785 35.38175
3.446336 5.718838 14.75288
-5.461425 3.288941 33.18883
2.57289 4.25269 19.06277
6.482547 2.632065 29.47664
1.719198 2.928528 16.37179
-3.796778 -3.051117 22.94335
11.66512 6.031583 36.44907
0.4092961 0.5768174 13.56693
-1.286028 -2.283511 16.42058
12.22884 11.14393 33.00021
-1.379576 -2.430321 12.30656
-12.85771 -19.40466 24.18951
3.007745 1.973169 22.72057
5.244197 7.237469 20.70349
1.503842 2.58738 15.73781
-3.78973 2.108745 29.66439
3.588973 0.3054174 26.59661
13.82167 7.395381 39.72523
6.825499 0.1847731 32.43898
0.6936705 0.9070061 15.00822
13.31333 6.819609 39.12767
2.017404 3.449334 18.22839
-12.11216 -3.750209 39.04794
-4.763518 -8.824463 10.30547
0.5543036 0.9298017 11.76543
-2.363627 3.503712 28.96333
3.547795 5.80256 15.41179
8.143292 14.13105 14.93766
-3.384362 -5.495776 21.59142
-15.6256 -10.24756 41.36711
5.081362 8.114932 15.75463
0.2965949 1.746636 20.88087
-5.738632 -9.414985 15.69817
7.723609 1.324669 32.99609
6.311079 -1.539067 33.05787
-10.06696 -14.96886 21.75638
6.891186 9.779792 20.82217
-3.994512 -2.755716 23.96876
0.3415157 -1.037084 21.20175
6.548722 -1.443129 33.35228
4.326919 6.921227 16.31971
12.05523 13.03994 30.50722
-15.29043 -19.81701 31.39102
14.94834 17.09991 33.54165
-9.43747 -13.97951 21.18667
2.061654 2.818052 16.57619
7.009405 10.59227 18.5644
4.683367 3.364507 24.72499
2.938171 1.877602 22.70662
-13.42776 -4.44631 41.0579
3.83886 6.73269 12.41733
-6.773661 -12.03075 13.13699
14.42063 17.46382 31.69243
-9.626199 0.7580703 37.7959
0.1322591 -1.064202 20.49549
1.513906 3.002305 19.80241
7.050126 3.5559 29.61145
-2.743549 -1.429937 23.00424
-12.79442 -20.13502 22.75098
-13.16212 -8.828628 37.21665
2.201383 3.416859 14.71435
7.617839 10.79247 20.94247
5.641438 9.760838 13.49855
-3.466948 -5.38906 15.46684
-1.341518 -3.16838 21.33166
-0.9150024 -1.630063 14.25694
15.41005 14.10342 37.67797
2.603489 -2.110048 27.79216
-1.797936 -3.136322 12.62083
-1.857503 -3.315972 11.38305
6.215494 3.308971 28.19476
13.26265 17.69048 28.05065
11.0284 14.01274 26.4206
0.8719022 1.929366 18.56248
13.75688 7.226419 39.72011
5.371422 9.394376 12.95287
-1.51478 -2.597433 15.18417
-4.348984 -5.711974 19.15725
10.89636 15.10778 24.35165
1.781985 1.45093 19.85471
4.128724 5.669093 22.48673
-2.552489 -4.377771 13.28786
6.090393 10.63836 13.46169
5.641357 1.290321 29.31118
-9.501862 -4.834968 33.20376
4.288012 -1.944226 30.27502
13.85243 15.69791 32.17167
2.921851 0.1452348 25.48037
7.929428 13.07437 16.75286
-9.963425 -5.412475 33.5962
2.130707 -2.075571 26.96869
1.056989 2.065011 17.72641
-9.099367 -3.516169 33.59711
-14.73708 -21.05042 28.10566
1.670966 3.443534 20.91976
-14.89023 -14.75047 35.80976
2.440157 3.793038 14.84034
-1.611268 2.024564 25.99882
-12.11444 -9.953371 33.93002
1.914929 -1.264082 25.48909
3.546673 3.223136 21.88588
-1.463992 -2.527776 15.80348
